Order Number,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Exchange Rate
1082002,2017-12-17,2017-12-22,690190,0,1500,10,EUR,0.847
1083000,2017-12-18,,1064597,38,1582,7,GBP,0.7478
1083000,2017-12-18,,1064597,38,1654,1,GBP,0.7478
1083000,2017-12-18,,1064597,38,1619,7,GBP,0.7478
1083000,2017-12-18,,1064597,38,150,4,GBP,0.7478
1083000,2017-12-18,,1064597,38,1558,3,GBP,0.7478
1083000,2017-12-18,,1064597,38,695,2,GBP,0.7478
1083000,2017-12-18,,1064597,38,2495,5,GBP,0.7478
1083001,2017-12-18,,1972249,47,1823,1,USD,1.0
1083002,2017-12-18,,292203,10,1702,1,CAD,1.2874
1083002,2017-12-18,,292203,10,1641,3,CAD,1.2874
1083003,2017-12-18,,1271239,59,11,1,USD,1.0
1083003,2017-12-18,,1271239,59,738,4,USD,1.0
1083003,2017-12-18,,1271239,59,47,2,USD,1.0
1083004,2017-12-18,,360610,8,458,3,CAD,1.2874
1083004,2017-12-18,,360610,8,612,1,CAD,1.2874
1083005,2017-12-18,,1651927,63,1413,5,USD,1.0
1083005,2017-12-18,,1651927,63,88,4,USD,1.0
1083005,2017-12-18,,1651927,63,155,2,USD,1.0
1083005,2017-12-18,,1651927,63,1568,1,USD,1.0
1083008,2017-12-18,,631500,15,1452,1,EUR,0.8478
1083008,2017-12-18,,631500,15,1607,2,EUR,0.8478
1083009,2017-12-18,,505656,22,1890,5,EUR,0.8478
1083009,2017-12-18,,505656,22,1544,8,EUR,0.8478
1083009,2017-12-18,,505656,22,2420,1,EUR,0.8478
1083010,2017-12-18,,1305152,65,1323,2,USD,1.0
1083010,2017-12-18,,1305152,65,1890,7,USD,1.0
1083010,2017-12-18,,1305152,65,90,1,USD,1.0
1083011,2017-12-18,,1947876,45,444,3,USD,1.0
1083012,2017-12-18,2017-12-25,1389440,0,2049,6,USD,1.0
1083012,2017-12-18,2017-12-25,1389440,0,1265,3,USD,1.0
1083013,2017-12-18,,1418109,50,1498,2,USD,1.0
1083013,2017-12-18,,1418109,50,436,4,USD,1.0
1083014,2017-12-18,,791753,29,73,4,EUR,0.8478
1083015,2017-12-18,,1489269,66,2159,1,USD,1.0
1083015,2017-12-18,,1489269,66,643,3,USD,1.0
1083015,2017-12-18,,1489269,66,2178,1,USD,1.0
1083015,2017-12-18,,1489269,66,430,1,USD,1.0
1083015,2017-12-18,,1489269,66,1620,4,USD,1.0
1083015,2017-12-18,,1489269,66,1614,3,USD,1.0
1083015,2017-12-18,,1489269,66,493,3,USD,1.0
1084000,2017-12-19,,1668822,61,485,2,USD,1.0
1084000,2017-12-19,,1668822,61,2096,1,USD,1.0
1084001,2017-12-19,2017-12-23,1449949,0,450,2,USD,1.0
1084002,2017-12-19,,2092654,61,1654,4,USD,1.0
1084003,2017-12-19,,403915,27,1589,1,EUR,0.8458
1084003,2017-12-19,,403915,27,1631,10,EUR,0.8458
1084003,2017-12-19,,403915,27,51,3,EUR,0.8458
1084003,2017-12-19,,403915,27,49,2,EUR,0.8458
1084003,2017-12-19,,403915,27,1756,1,EUR,0.8458
1084003,2017-12-19,,403915,27,1723,5,EUR,0.8458
1084004,2017-12-19,,1314,1,151,1,AUD,1.3031
1084004,2017-12-19,,1314,1,2083,5,AUD,1.3031
1084004,2017-12-19,,1314,1,641,1,AUD,1.3031
1084004,2017-12-19,,1314,1,2267,2,AUD,1.3031
1084004,2017-12-19,,1314,1,85,4,AUD,1.3031
1084005,2017-12-19,,2034808,47,67,1,USD,1.0
1084006,2017-12-19,,842205,34,1179,1,EUR,0.8458
1084007,2017-12-19,,1428180,59,1844,3,USD,1.0
1084007,2017-12-19,,1428180,59,1277,2,USD,1.0
1084007,2017-12-19,,1428180,59,1546,5,USD,1.0
1084007,2017-12-19,,1428180,59,319,2,USD,1.0
1084007,2017-12-19,,1428180,59,73,1,USD,1.0
1084007,2017-12-19,,1428180,59,1646,2,USD,1.0
1084007,2017-12-19,,1428180,59,451,1,USD,1.0
1084008,2017-12-19,,719193,30,732,3,EUR,0.8458
1084008,2017-12-19,,719193,30,320,2,EUR,0.8458
1084008,2017-12-19,,719193,30,351,1,EUR,0.8458
1084009,2017-12-19,,1564526,53,1425,1,USD,1.0
1084009,2017-12-19,,1564526,53,1485,4,USD,1.0
1084011,2017-12-19,,1895637,44,66,2,USD,1.0
1084012,2017-12-19,2017-12-23,1659040,0,1270,1,USD,1.0
1084012,2017-12-19,2017-12-23,1659040,0,1594,2,USD,1.0
1084013,2017-12-19,2017-12-22,561584,0,84,2,EUR,0.8458
1084013,2017-12-19,2017-12-22,561584,0,1011,1,EUR,0.8458
1084013,2017-12-19,2017-12-22,561584,0,183,5,EUR,0.8458
1084013,2017-12-19,2017-12-22,561584,0,2072,2,EUR,0.8458
1084013,2017-12-19,2017-12-22,561584,0,2307,4,EUR,0.8458
1084013,2017-12-19,2017-12-22,561584,0,1830,2,EUR,0.8458
1084014,2017-12-19,,1531565,61,1614,2,USD,1.0
1084015,2017-12-19,,1962303,56,2099,1,USD,1.0
1084015,2017-12-19,,1962303,56,1622,2,USD,1.0
1084016,2017-12-19,,643159,15,1541,2,EUR,0.8458
1084016,2017-12-19,,643159,15,1375,2,EUR,0.8458
1084016,2017-12-19,,643159,15,1413,1,EUR,0.8458
1084017,2017-12-19,2017-12-26,2038771,0,1617,6,USD,1.0
1084017,2017-12-19,2017-12-26,2038771,0,419,3,USD,1.0
1084017,2017-12-19,2017-12-26,2038771,0,1925,3,USD,1.0
1084019,2017-12-19,,227898,8,1730,4,CAD,1.2862
1084019,2017-12-19,,227898,8,1366,3,CAD,1.2862
1084019,2017-12-19,,227898,8,1403,1,CAD,1.2862
1084019,2017-12-19,,227898,8,428,2,CAD,1.2862
1084019,2017-12-19,,227898,8,124,1,CAD,1.2862
1084020,2017-12-19,,1694419,50,2051,1,USD,1.0
1084021,2017-12-19,,1256108,48,2092,4,USD,1.0
1084021,2017-12-19,,1256108,48,1602,3,USD,1.0
1084021,2017-12-19,,1256108,48,112,2,USD,1.0
1084021,2017-12-19,,1256108,48,1688,2,USD,1.0
1084021,2017-12-19,,1256108,48,1141,2,USD,1.0
1084021,2017-12-19,,1256108,48,1564,2,USD,1.0
1084022,2017-12-19,2017-12-21,1972624,0,85,1,USD,1.0
1084022,2017-12-19,2017-12-21,1972624,0,1561,3,USD,1.0
1085001,2017-12-20,,1026914,42,661,4,GBP,0.7456
1085001,2017-12-20,,1026914,42,62,2,GBP,0.7456
1085002,2017-12-20,,1074065,41,457,5,GBP,0.7456
1085002,2017-12-20,,1074065,41,1670,3,GBP,0.7456
1085002,2017-12-20,,1074065,41,515,1,GBP,0.7456
1085003,2017-12-20,,790329,29,499,5,EUR,0.8442
1085003,2017-12-20,,790329,29,1551,9,EUR,0.8442
1085003,2017-12-20,,790329,29,1623,8,EUR,0.8442
1085003,2017-12-20,,790329,29,1706,6,EUR,0.8442
1085003,2017-12-20,,790329,29,57,3,EUR,0.8442
1085003,2017-12-20,,790329,29,46,1,EUR,0.8442
1085003,2017-12-20,,790329,29,1631,3,EUR,0.8442
1085004,2017-12-20,,788834,30,423,5,EUR,0.8442
1085004,2017-12-20,,788834,30,48,1,EUR,0.8442
1085005,2017-12-20,2017-12-22,1763841,0,98,4,USD,1.0
1085005,2017-12-20,2017-12-22,1763841,0,2512,1,USD,1.0
1085005,2017-12-20,2017-12-22,1763841,0,1935,3,USD,1.0
1085006,2017-12-20,,1460919,43,88,2,USD,1.0
1085006,2017-12-20,,1460919,43,1287,1,USD,1.0
1085006,2017-12-20,,1460919,43,102,2,USD,1.0
1085006,2017-12-20,,1460919,43,426,1,USD,1.0
1085006,2017-12-20,,1460919,43,2471,6,USD,1.0
1085007,2017-12-20,2017-12-29,1888585,0,167,7,USD,1.0
1085009,2017-12-20,2017-12-23,1325310,0,402,2,USD,1.0
1085010,2017-12-20,,1570164,63,49,1,USD,1.0
1085010,2017-12-20,,1570164,63,1499,1,USD,1.0
1085011,2017-12-20,2017-12-25,502406,0,1586,1,EUR,0.8442
1085012,2017-12-20,2017-12-25,1735272,0,1646,1,USD,1.0
1085012,2017-12-20,2017-12-25,1735272,0,1572,8,USD,1.0
1085013,2017-12-20,,1402096,55,1971,6,USD,1.0
1085013,2017-12-20,,1402096,55,83,6,USD,1.0
1085014,2017-12-20,,2045928,57,443,2,USD,1.0
1085015,2017-12-20,2017-12-23,433554,0,485,3,EUR,0.8442
1085015,2017-12-20,2017-12-23,433554,0,1568,2,EUR,0.8442
1085015,2017-12-20,2017-12-23,433554,0,1513,2,EUR,0.8442
1085015,2017-12-20,2017-12-23,433554,0,1701,5,EUR,0.8442
1085016,2017-12-20,,381223,9,2514,2,CAD,1.285
1085017,2017-12-20,,1240472,54,611,1,USD,1.0
1085017,2017-12-20,,1240472,54,1449,4,USD,1.0
1085018,2017-12-20,2017-12-25,727285,0,1327,1,EUR,0.8442
1085018,2017-12-20,2017-12-25,727285,0,25,1,EUR,0.8442
1085018,2017-12-20,2017-12-25,727285,0,47,4,EUR,0.8442
1085018,2017-12-20,2017-12-25,727285,0,111,1,EUR,0.8442
1085019,2017-12-20,,1355953,51,1936,4,USD,1.0
1085019,2017-12-20,,1355953,51,1594,3,USD,1.0
1085020,2017-12-20,2017-12-25,1635130,0,2037,5,USD,1.0
1085020,2017-12-20,2017-12-25,1635130,0,112,1,USD,1.0
1085021,2017-12-20,,1313665,66,92,2,USD,1.0
1085022,2017-12-20,,1085466,39,1445,1,GBP,0.7456
1085023,2017-12-20,,197655,5,67,1,AUD,1.3024
1085024,2017-12-20,,328714,8,1636,3,CAD,1.285
1085025,2017-12-20,,40649,5,2122,5,AUD,1.3024
1085025,2017-12-20,,40649,5,444,2,AUD,1.3024
1085026,2017-12-20,,1938850,43,1133,5,USD,1.0
1085026,2017-12-20,,1938850,43,1622,8,USD,1.0
1085027,2017-12-20,,807958,33,112,3,EUR,0.8442
1085028,2017-12-20,,1032154,37,2008,1,GBP,0.7456
1085029,2017-12-20,2017-12-24,524848,0,2513,2,EUR,0.8442
1085029,2017-12-20,2017-12-24,524848,0,447,6,EUR,0.8442
1085029,2017-12-20,2017-12-24,524848,0,428,4,EUR,0.8442
1085029,2017-12-20,2017-12-24,524848,0,1687,2,EUR,0.8442
1085030,2017-12-20,,950923,37,664,2,GBP,0.7456
1085030,2017-12-20,,950923,37,443,6,GBP,0.7456
1086001,2017-12-21,,348521,9,29,2,CAD,1.2804
1086002,2017-12-21,,414238,20,1698,2,EUR,0.8432
1086002,2017-12-21,,414238,20,1648,1,EUR,0.8432
1086002,2017-12-21,,414238,20,100,1,EUR,0.8432
1086003,2017-12-21,,1531794,56,103,8,USD,1.0
1086004,2017-12-21,,1109178,40,1139,3,GBP,0.7485
1086004,2017-12-21,,1109178,40,2101,2,GBP,0.7485
1086004,2017-12-21,,1109178,40,1836,3,GBP,0.7485
1086004,2017-12-21,,1109178,40,384,1,GBP,0.7485
1086005,2017-12-21,,1814434,47,2180,1,USD,1.0
1086006,2017-12-21,,781865,29,1602,4,EUR,0.8432
1086006,2017-12-21,,781865,29,451,2,EUR,0.8432
1086006,2017-12-21,,781865,29,100,4,EUR,0.8432
1086007,2017-12-21,,1057356,36,1573,3,GBP,0.7485
1086007,2017-12-21,,1057356,36,375,2,GBP,0.7485
1086007,2017-12-21,,1057356,36,1529,3,GBP,0.7485
1086008,2017-12-21,2017-12-23,2055641,0,1616,1,USD,1.0
1086009,2017-12-21,,650898,14,74,1,EUR,0.8432
1086010,2017-12-21,,1328055,47,544,1,USD,1.0
1086010,2017-12-21,,1328055,47,1774,6,USD,1.0
1086012,2017-12-21,,497789,27,557,2,EUR,0.8432
1086012,2017-12-21,,497789,27,541,4,EUR,0.8432
1086012,2017-12-21,,497789,27,435,3,EUR,0.8432
1086012,2017-12-21,,497789,27,52,3,EUR,0.8432
1086012,2017-12-21,,497789,27,1897,7,EUR,0.8432
1086012,2017-12-21,,497789,27,662,6,EUR,0.8432
1086012,2017-12-21,,497789,27,630,2,EUR,0.8432
1086013,2017-12-21,,1580459,43,1455,7,USD,1.0
1086013,2017-12-21,,1580459,43,732,3,USD,1.0
1086015,2017-12-21,,1236601,59,1,1,USD,1.0
1086016,2017-12-21,,1778037,55,1462,5,USD,1.0
1086017,2017-12-21,,412041,23,750,10,EUR,0.8432
1086017,2017-12-21,,412041,23,439,1,EUR,0.8432
1086018,2017-12-21,2017-12-25,837526,0,1937,7,EUR,0.8432
1086020,2017-12-21,,541128,22,87,6,EUR,0.8432
1086021,2017-12-21,2017-12-27,927628,0,1046,4,GBP,0.7485
1086021,2017-12-21,2017-12-27,927628,0,28,10,GBP,0.7485
1086021,2017-12-21,2017-12-27,927628,0,828,2,GBP,0.7485
1086022,2017-12-21,,1358765,43,1834,8,USD,1.0
1086022,2017-12-21,,1358765,43,2075,2,USD,1.0
1086022,2017-12-21,,1358765,43,80,2,USD,1.0
1086022,2017-12-21,,1358765,43,2155,1,USD,1.0
1086023,2017-12-21,,1971893,45,80,6,USD,1.0
1086023,2017-12-21,,1971893,45,188,7,USD,1.0
1086023,2017-12-21,,1971893,45,74,1,USD,1.0
1086025,2017-12-21,,307023,8,1594,1,CAD,1.2804
1086026,2017-12-21,,239571,9,1840,2,CAD,1.2804
1086026,2017-12-21,,239571,9,1123,7,CAD,1.2804
1086026,2017-12-21,,239571,9,829,1,CAD,1.2804
1086026,2017-12-21,,239571,9,1308,4,CAD,1.2804
1086027,2017-12-21,2017-12-25,1991339,0,724,10,USD,1.0
1086028,2017-12-21,,727285,30,1770,2,EUR,0.8432
1086028,2017-12-21,,727285,30,1562,2,EUR,0.8432
1086029,2017-12-21,,1205636,51,134,2,USD,1.0
1086029,2017-12-21,,1205636,51,2102,5,USD,1.0
1086030,2017-12-21,,1947876,64,863,1,USD,1.0
1086030,2017-12-21,,1947876,64,1646,2,USD,1.0
1086030,2017-12-21,,1947876,64,340,3,USD,1.0
1086030,2017-12-21,,1947876,64,88,1,USD,1.0
1086030,2017-12-21,,1947876,64,49,8,USD,1.0
1086030,2017-12-21,,1947876,64,1393,1,USD,1.0
1086031,2017-12-21,2017-12-24,39582,0,1624,10,AUD,1.3029
1086032,2017-12-21,2017-12-31,856895,0,2118,10,EUR,0.8432
1086033,2017-12-21,,1719777,48,2130,3,USD,1.0
1086033,2017-12-21,,1719777,48,1395,4,USD,1.0
1086033,2017-12-21,,1719777,48,1250,7,USD,1.0
1086033,2017-12-21,,1719777,48,73,2,USD,1.0
1086034,2017-12-21,2017-12-27,1457192,0,449,1,USD,1.0
1086034,2017-12-21,2017-12-27,1457192,0,847,1,USD,1.0
1086034,2017-12-21,2017-12-27,1457192,0,1609,7,USD,1.0
1086035,2017-12-21,2017-12-28,143972,0,1600,3,AUD,1.3029
1086035,2017-12-21,2017-12-28,143972,0,21,6,AUD,1.3029
1086036,2017-12-21,,1038132,36,56,3,GBP,0.7485
1086036,2017-12-21,,1038132,36,1466,2,GBP,0.7485
1086036,2017-12-21,,1038132,36,1331,3,GBP,0.7485
1087000,2017-12-22,,454774,24,108,2,EUR,0.8437
1087000,2017-12-22,,454774,24,1204,1,EUR,0.8437
1087001,2017-12-22,,1472188,57,72,9,USD,1.0
1087001,2017-12-22,,1472188,57,109,1,USD,1.0
1087002,2017-12-22,,288497,9,1639,2,CAD,1.2703
1087004,2017-12-22,2017-12-29,431309,0,2494,2,EUR,0.8437
1087004,2017-12-22,2017-12-29,431309,0,1494,1,EUR,0.8437
1087004,2017-12-22,2017-12-29,431309,0,115,9,EUR,0.8437
1087005,2017-12-22,,1338272,56,403,1,USD,1.0
1087006,2017-12-22,,1098298,42,542,1,GBP,0.7472
1087006,2017-12-22,,1098298,42,2413,1,GBP,0.7472
1087007,2017-12-22,,1618288,63,1813,1,USD,1.0
1087008,2017-12-22,,233698,9,1555,3,CAD,1.2703
1087008,2017-12-22,,233698,9,60,2,CAD,1.2703
1087008,2017-12-22,,233698,9,143,3,CAD,1.2703
1087008,2017-12-22,,233698,9,1775,2,CAD,1.2703
1087008,2017-12-22,,233698,9,1575,4,CAD,1.2703
1087008,2017-12-22,,233698,9,2095,5,CAD,1.2703
1087008,2017-12-22,,233698,9,455,1,CAD,1.2703
1087009,2017-12-22,,649370,15,182,3,EUR,0.8437
1087009,2017-12-22,,649370,15,1579,1,EUR,0.8437
1087010,2017-12-22,,1358700,57,177,7,USD,1.0
1087011,2017-12-22,,1830367,44,441,5,USD,1.0
1087013,2017-12-22,2017-12-28,585610,0,1194,1,EUR,0.8437
1087014,2017-12-22,,245739,8,1620,1,CAD,1.2703
1087014,2017-12-22,,245739,8,1655,1,CAD,1.2703
1087014,2017-12-22,,245739,8,2317,3,CAD,1.2703
1087014,2017-12-22,,245739,8,1625,7,CAD,1.2703
1087015,2017-12-22,2017-12-28,1591113,0,1498,3,USD,1.0
1087015,2017-12-22,2017-12-28,1591113,0,456,3,USD,1.0
1087015,2017-12-22,2017-12-28,1591113,0,1039,3,USD,1.0
1087016,2017-12-22,,837870,32,1976,1,EUR,0.8437
1087016,2017-12-22,,837870,32,1660,1,EUR,0.8437
1087016,2017-12-22,,837870,32,15,2,EUR,0.8437
1087018,2017-12-22,,1100184,41,1482,3,GBP,0.7472
1087018,2017-12-22,,1100184,41,1641,1,GBP,0.7472
1087018,2017-12-22,,1100184,41,49,1,GBP,0.7472
1087018,2017-12-22,,1100184,41,98,7,GBP,0.7472
1087019,2017-12-22,,1592128,48,1586,3,USD,1.0
1087019,2017-12-22,,1592128,48,1698,5,USD,1.0
1087020,2017-12-22,,1084570,42,1594,2,GBP,0.7472
1087020,2017-12-22,,1084570,42,1629,6,GBP,0.7472
1087020,2017-12-22,,1084570,42,1700,3,GBP,0.7472
1087020,2017-12-22,,1084570,42,1497,3,GBP,0.7472
1087021,2017-12-22,,1865468,59,1833,1,USD,1.0
1087022,2017-12-22,,1958543,64,1408,1,USD,1.0
1087022,2017-12-22,,1958543,64,1574,2,USD,1.0
1087023,2017-12-22,,980080,37,1294,1,GBP,0.7472
1087023,2017-12-22,,980080,37,1194,2,GBP,0.7472
1087024,2017-12-22,,553207,19,916,3,EUR,0.8437
1087024,2017-12-22,,553207,19,424,3,EUR,0.8437
1087025,2017-12-22,,1456247,56,1605,3,USD,1.0
1088000,2017-12-23,2017-12-27,2031446,0,76,4,USD,1.0
1088001,2017-12-23,2017-12-26,1060423,0,1318,1,GBP,0.7472
1088001,2017-12-23,2017-12-26,1060423,0,2031,2,GBP,0.7472
1088001,2017-12-23,2017-12-26,1060423,0,1321,3,GBP,0.7472
1088002,2017-12-23,,608441,12,1644,5,EUR,0.8437
1088002,2017-12-23,,608441,12,359,2,EUR,0.8437
1088002,2017-12-23,,608441,12,1652,5,EUR,0.8437
1088003,2017-12-23,2017-12-24,1909589,0,1651,1,USD,1.0
1088003,2017-12-23,2017-12-24,1909589,0,74,3,USD,1.0
1088004,2017-12-23,,548802,27,2415,1,EUR,0.8437
1088005,2017-12-23,,1448404,48,345,1,USD,1.0
1088006,2017-12-23,,1987593,45,457,1,USD,1.0
1088006,2017-12-23,,1987593,45,2508,4,USD,1.0
1088006,2017-12-23,,1987593,45,1109,2,USD,1.0
1088007,2017-12-23,2017-12-27,1938588,0,51,4,USD,1.0
1088007,2017-12-23,2017-12-27,1938588,0,1579,1,USD,1.0
1088007,2017-12-23,2017-12-27,1938588,0,2490,1,USD,1.0
1088008,2017-12-23,,1460077,47,428,1,USD,1.0
1088008,2017-12-23,,1460077,47,2491,2,USD,1.0
1088008,2017-12-23,,1460077,47,1597,3,USD,1.0
1088009,2017-12-23,,1398804,50,1277,3,USD,1.0
1088009,2017-12-23,,1398804,50,511,10,USD,1.0
1088010,2017-12-23,2017-12-24,261356,0,564,10,CAD,1.2703
1088010,2017-12-23,2017-12-24,261356,0,434,5,CAD,1.2703
1088011,2017-12-23,2017-12-31,1260058,0,451,1,USD,1.0
1088011,2017-12-23,2017-12-31,1260058,0,452,4,USD,1.0
1088012,2017-12-23,,269340,8,462,6,CAD,1.2703
1088012,2017-12-23,,269340,8,740,1,CAD,1.2703
1088013,2017-12-23,,1403355,61,2154,1,USD,1.0
1088013,2017-12-23,,1403355,61,29,5,USD,1.0
1088013,2017-12-23,,1403355,61,2258,1,USD,1.0
1088013,2017-12-23,,1403355,61,1654,1,USD,1.0
1088015,2017-12-23,2017-12-30,1590619,0,48,5,USD,1.0
1088016,2017-12-23,2017-12-26,634317,0,542,2,EUR,0.8437
1088017,2017-12-23,2017-12-28,1754112,0,4,4,USD,1.0
1088018,2017-12-23,,1970893,61,561,6,USD,1.0
1088018,2017-12-23,,1970893,61,79,1,USD,1.0
1088018,2017-12-23,,1970893,61,1678,6,USD,1.0
1088018,2017-12-23,,1970893,61,780,3,USD,1.0
1088018,2017-12-23,,1970893,61,113,3,USD,1.0
1088018,2017-12-23,,1970893,61,1327,6,USD,1.0
1088018,2017-12-23,,1970893,61,1370,2,USD,1.0
1088020,2017-12-23,,751446,29,838,7,EUR,0.8437
1088021,2017-12-23,,1899970,56,1423,4,USD,1.0
1088021,2017-12-23,,1899970,56,1475,3,USD,1.0
1088021,2017-12-23,,1899970,56,2019,1,USD,1.0
1088023,2017-12-23,2017-12-28,373120,0,1640,7,CAD,1.2703
1088024,2017-12-23,,1118097,42,430,5,GBP,0.7472
1088024,2017-12-23,,1118097,42,48,10,GBP,0.7472
1088024,2017-12-23,,1118097,42,65,1,GBP,0.7472
1088025,2017-12-23,,1292482,48,1454,4,USD,1.0
1088025,2017-12-23,,1292482,48,1021,3,USD,1.0
1088025,2017-12-23,,1292482,48,369,8,USD,1.0
1088026,2017-12-23,,217405,10,2271,5,CAD,1.2703
1088027,2017-12-23,,1635587,65,1622,9,USD,1.0
1088027,2017-12-23,,1635587,65,83,1,USD,1.0
1088028,2017-12-23,,1444672,47,2089,5,USD,1.0
1088029,2017-12-23,,1781561,65,111,1,USD,1.0
1088030,2017-12-23,,1144172,36,1637,7,GBP,0.7472
1088031,2017-12-23,,1537589,51,1643,4,USD,1.0
1088031,2017-12-23,,1537589,51,1601,2,USD,1.0
1088032,2017-12-23,,910064,38,2495,7,GBP,0.7472
1088033,2017-12-23,,1996019,53,54,8,USD,1.0
1088033,2017-12-23,,1996019,53,1999,2,USD,1.0
1088033,2017-12-23,,1996019,53,88,2,USD,1.0
1088033,2017-12-23,,1996019,53,1471,2,USD,1.0
1088034,2017-12-23,2017-12-28,1738685,0,955,1,USD,1.0
1088034,2017-12-23,2017-12-28,1738685,0,1631,3,USD,1.0
1088034,2017-12-23,2017-12-28,1738685,0,101,5,USD,1.0
1088034,2017-12-23,2017-12-28,1738685,0,2110,4,USD,1.0
1088034,2017-12-23,2017-12-28,1738685,0,1741,6,USD,1.0
1088034,2017-12-23,2017-12-28,1738685,0,2491,2,USD,1.0
1088034,2017-12-23,2017-12-28,1738685,0,124,2,USD,1.0
1088036,2017-12-23,,1025909,36,1589,1,GBP,0.7472
1088036,2017-12-23,,1025909,36,456,6,GBP,0.7472
1088038,2017-12-23,2017-12-28,1749311,0,1429,3,USD,1.0
1088038,2017-12-23,2017-12-28,1749311,0,1725,3,USD,1.0
1088038,2017-12-23,2017-12-28,1749311,0,74,3,USD,1.0
1088039,2017-12-23,,1862622,45,1108,1,USD,1.0
1088039,2017-12-23,,1862622,45,90,5,USD,1.0
1088039,2017-12-23,,1862622,45,1516,2,USD,1.0
1088041,2017-12-23,,1813536,54,441,4,USD,1.0
1088041,2017-12-23,,1813536,54,1416,2,USD,1.0
1088041,2017-12-23,,1813536,54,17,8,USD,1.0
1088042,2017-12-23,2017-12-30,140389,0,1640,1,AUD,1.2957
1088043,2017-12-23,,1535508,57,428,6,USD,1.0
1088043,2017-12-23,,1535508,57,66,1,USD,1.0
1088045,2017-12-23,,1127690,42,453,1,GBP,0.7472
1088045,2017-12-23,,1127690,42,1799,3,GBP,0.7472
1088045,2017-12-23,,1127690,42,617,6,GBP,0.7472
1088046,2017-12-23,2017-12-29,813943,0,2099,7,EUR,0.8437
1088046,2017-12-23,2017-12-29,813943,0,1910,3,EUR,0.8437
1088046,2017-12-23,2017-12-29,813943,0,829,1,EUR,0.8437
1088047,2017-12-23,2017-12-26,971427,0,1270,3,GBP,0.7472
1088047,2017-12-23,2017-12-26,971427,0,1935,2,GBP,0.7472
1088047,2017-12-23,2017-12-26,971427,0,133,2,GBP,0.7472
1088048,2017-12-23,,302571,8,1603,3,CAD,1.2703
1088048,2017-12-23,,302571,8,1369,2,CAD,1.2703
1089000,2017-12-24,,2091204,50,17,2,USD,1.0
1089000,2017-12-24,,2091204,50,733,1,USD,1.0
1089001,2017-12-24,,2061855,54,2083,1,USD,1.0
1089003,2017-12-24,,2095742,48,1541,3,USD,1.0
1089003,2017-12-24,,2095742,48,483,1,USD,1.0
1090000,2017-12-25,,1849306,56,2109,6,USD,1.0
1090000,2017-12-25,,1849306,56,2048,1,USD,1.0
1090000,2017-12-25,,1849306,56,1889,1,USD,1.0
1090001,2017-12-25,,1778282,59,1184,5,USD,1.0
1090001,2017-12-25,,1778282,59,48,5,USD,1.0
1090001,2017-12-25,,1778282,59,159,4,USD,1.0
1090002,2017-12-25,,1673423,51,2146,1,USD,1.0
1090002,2017-12-25,,1673423,51,422,8,USD,1.0
1090002,2017-12-25,,1673423,51,648,2,USD,1.0
1090002,2017-12-25,,1673423,51,456,1,USD,1.0
1090002,2017-12-25,,1673423,51,1674,1,USD,1.0
1090002,2017-12-25,,1673423,51,104,2,USD,1.0
1090003,2017-12-25,,999198,41,1789,1,GBP,0.7472
1090003,2017-12-25,,999198,41,2509,1,GBP,0.7472
1090003,2017-12-25,,999198,41,2103,3,GBP,0.7472
1090003,2017-12-25,,999198,41,435,6,GBP,0.7472
1090003,2017-12-25,,999198,41,2006,6,GBP,0.7472
1090003,2017-12-25,,999198,41,1252,3,GBP,0.7472
1090003,2017-12-25,,999198,41,768,2,GBP,0.7472
1090004,2017-12-25,,1482039,43,1733,2,USD,1.0
1090005,2017-12-25,,822180,31,1645,1,EUR,0.8437
1090006,2017-12-25,2017-12-30,1865399,0,2483,6,USD,1.0
1090006,2017-12-25,2017-12-30,1865399,0,1414,3,USD,1.0
1090007,2017-12-25,2017-12-29,1381883,0,2158,2,USD,1.0
1090008,2017-12-25,,1365154,53,70,4,USD,1.0
1090008,2017-12-25,,1365154,53,421,2,USD,1.0
1090009,2017-12-25,,528361,24,2089,10,EUR,0.8437
1090009,2017-12-25,,528361,24,885,3,EUR,0.8437
1090011,2017-12-25,,946857,40,449,3,GBP,0.7472
1090011,2017-12-25,,946857,40,123,2,GBP,0.7472
1090011,2017-12-25,,946857,40,1582,1,GBP,0.7472
1090011,2017-12-25,,946857,40,1502,3,GBP,0.7472
1090013,2017-12-25,,842205,32,1392,2,EUR,0.8437
1090013,2017-12-25,,842205,32,63,2,EUR,0.8437
1090014,2017-12-25,,78097,1,1620,2,AUD,1.2957
1090014,2017-12-25,,78097,1,429,1,AUD,1.2957
1090014,2017-12-25,,78097,1,1633,2,AUD,1.2957
1090015,2017-12-25,,254142,10,1413,2,CAD,1.2703
1090015,2017-12-25,,254142,10,108,6,CAD,1.2703
1090016,2017-12-25,,262871,8,1681,2,CAD,1.2703
1090016,2017-12-25,,262871,8,1840,2,CAD,1.2703
1090016,2017-12-25,,262871,8,1254,2,CAD,1.2703
1090016,2017-12-25,,262871,8,1466,2,CAD,1.2703
1090016,2017-12-25,,262871,8,426,3,CAD,1.2703
1090016,2017-12-25,,262871,8,379,2,CAD,1.2703
1090016,2017-12-25,,262871,8,1933,8,CAD,1.2703
1090018,2017-12-25,,1723530,55,428,7,USD,1.0
1090018,2017-12-25,,1723530,55,2145,7,USD,1.0
